# Synthetic (no-IRF) TCSPC decays at each unfolded fraction step
# Gaussian (folded): R_mean=35.0 Å, sigma=4.0 Å
# WLC (unfolded):    Lc=80.0 Å, Lp=60.0 Å
# tau_D0=4.00 ns, R0=52.0 Å
# Time axis: 256 channels over 25.0 ns
# Columns: time_ns  decay(f=0.00)  decay(f=0.05) ...
time_ns	decay(f=0.00)	decay(f=0.05)	decay(f=0.10)	decay(f=0.15)	decay(f=0.20)	decay(f=0.25)	decay(f=0.30)	decay(f=0.35)	decay(f=0.40)	decay(f=0.45)	decay(f=0.50)	decay(f=0.55)	decay(f=0.60)	decay(f=0.65)	decay(f=0.70)	decay(f=0.75)	decay(f=0.80)	decay(f=0.85)	decay(f=0.90)	decay(f=0.95)	decay(f=1.00)
19.31372549	0.00000000	0.00000615	0.00001083	0.00001450	0.00001746	0.00001991	0.00002195	0.00002369	0.00002519	0.00002649	0.00002763	0.00002864	0.00002954	0.00003035	0.00003108	0.00003174	0.00003234	0.00003288	0.00003339	0.00003385	0.00003428
19.41176471	0.00000000	0.00000596	0.00001048	0.00001404	0.00001691	0.00001928	0.00002126	0.00002294	0.00002439	0.00002565	0.00002676	0.00002773	0.00002861	0.00002939	0.00003009	0.00003073	0.00003131	0.00003185	0.00003233	0.00003278	0.00003320
19.50980392	0.00000000	0.00000577	0.00001015	0.00001360	0.00001638	0.00001867	0.00002058	0.00002222	0.00002362	0.00002484	0.00002591	0.00002686	0.00002770	0.00002846	0.00002914	0.00002976	0.00003032	0.00003084	0.00003131	0.00003175	0.00003215
19.60784314	0.00000000	0.00000559	0.00000983	0.00001317	0.00001586	0.00001808	0.00001993	0.00002151	0.00002287	0.00002405	0.00002509	0.00002601	0.00002683	0.00002756	0.00002822	0.00002882	0.00002937	0.00002986	0.00003032	0.00003074	0.00003113
19.70588235	0.00000000	0.00000541	0.00000952	0.00001275	0.00001536	0.00001751	0.00001930	0.00002083	0.00002215	0.00002329	0.00002430	0.00002519	0.00002598	0.00002669	0.00002733	0.00002791	0.00002844	0.00002892	0.00002936	0.00002977	0.00003015
19.80392157	0.00000000	0.00000524	0.00000922	0.00001235	0.00001487	0.00001695	0.00001870	0.00002018	0.00002145	0.00002256	0.00002353	0.00002439	0.00002516	0.00002585	0.00002647	0.00002703	0.00002754	0.00002801	0.00002844	0.00002883	0.00002920
19.90196078	0.00000000	0.00000507	0.00000893	0.00001196	0.00001440	0.00001642	0.00001811	0.00001954	0.00002077	0.00002185	0.00002279	0.00002362	0.00002437	0.00002503	0.00002563	0.00002618	0.00002667	0.00002712	0.00002754	0.00002792	0.00002828
20.00000000	0.00000000	0.00000491	0.00000865	0.00001158	0.00001395	0.00001590	0.00001753	0.00001892	0.00002012	0.00002116	0.00002207	0.00002288	0.00002360	0.00002424	0.00002482	0.00002535	0.00002583	0.00002627	0.00002667	0.00002704	0.00002738
20.09803922	0.00000000	0.00000476	0.00000837	0.00001122	0.00001351	0.00001540	0.00001698	0.00001833	0.00001948	0.00002049	0.00002137	0.00002216	0.00002285	0.00002348	0.00002404	0.00002455	0.00002502	0.00002544	0.00002583	0.00002619	0.00002652
20.19607843	0.00000000	0.00000461	0.00000811	0.00001086	0.00001308	0.00001491	0.00001645	0.00001775	0.00001887	0.00001985	0.00002070	0.00002146	0.00002213	0.00002274	0.00002328	0.00002378	0.00002423	0.00002464	0.00002502	0.00002536	0.00002568
20.29411765	0.00000000	0.00000446	0.00000786	0.00001052	0.00001267	0.00001444	0.00001593	0.00001719	0.00001828	0.00001922	0.00002005	0.00002078	0.00002144	0.00002202	0.00002255	0.00002303	0.00002346	0.00002386	0.00002423	0.00002456	0.00002488
20.39215686	0.00000000	0.00000432	0.00000761	0.00001019	0.00001227	0.00001399	0.00001543	0.00001665	0.00001770	0.00001861	0.00001942	0.00002013	0.00002076	0.00002133	0.00002184	0.00002230	0.00002272	0.00002311	0.00002346	0.00002379	0.00002409
20.49019608	0.00000000	0.00000419	0.00000737	0.00000987	0.00001189	0.00001355	0.00001494	0.00001612	0.00001714	0.00001803	0.00001881	0.00001949	0.00002011	0.00002066	0.00002115	0.00002160	0.00002201	0.00002238	0.00002273	0.00002304	0.00002333
20.58823529	0.00000000	0.00000405	0.00000714	0.00000956	0.00001151	0.00001312	0.00001447	0.00001562	0.00001660	0.00001746	0.00001821	0.00001888	0.00001947	0.00002001	0.00002049	0.00002092	0.00002132	0.00002168	0.00002201	0.00002232	0.00002260
20.68627451	0.00000000	0.00000393	0.00000691	0.00000926	0.00001115	0.00001271	0.00001402	0.00001513	0.00001608	0.00001691	0.00001764	0.00001829	0.00001886	0.00001938	0.00001984	0.00002026	0.00002065	0.00002100	0.00002132	0.00002161	0.00002189
20.78431373	0.00000000	0.00000380	0.00000669	0.00000897	0.00001080	0.00001231	0.00001357	0.00001465	0.00001558	0.00001638	0.00001709	0.00001771	0.00001827	0.00001877	0.00001922	0.00001962	0.00002000	0.00002034	0.00002065	0.00002093	0.00002120
20.88235294	0.00000000	0.00000368	0.00000648	0.00000868	0.00001046	0.00001192	0.00001315	0.00001419	0.00001509	0.00001586	0.00001655	0.00001715	0.00001769	0.00001818	0.00001861	0.00001901	0.00001937	0.00001970	0.00002000	0.00002028	0.00002053
20.98039216	0.00000000	0.00000357	0.00000628	0.00000841	0.00001013	0.00001155	0.00001273	0.00001374	0.00001461	0.00001537	0.00001603	0.00001662	0.00001714	0.00001761	0.00001803	0.00001841	0.00001876	0.00001908	0.00001937	0.00001964	0.00001989
21.07843137	0.00000000	0.00000346	0.00000608	0.00000815	0.00000981	0.00001118	0.00001233	0.00001331	0.00001415	0.00001488	0.00001553	0.00001609	0.00001660	0.00001705	0.00001746	0.00001783	0.00001817	0.00001848	0.00001876	0.00001902	0.00001926
21.17647059	0.00000000	0.00000335	0.00000589	0.00000789	0.00000950	0.00001083	0.00001195	0.00001289	0.00001371	0.00001442	0.00001504	0.00001559	0.00001608	0.00001652	0.00001691	0.00001727	0.00001760	0.00001790	0.00001817	0.00001843	0.00001866
21.27450980	0.00000000	0.00000324	0.00000571	0.00000764	0.00000921	0.00001049	0.00001157	0.00001249	0.00001328	0.00001396	0.00001457	0.00001510	0.00001557	0.00001600	0.00001638	0.00001673	0.00001705	0.00001734	0.00001760	0.00001785	0.00001807
21.37254902	0.00000000	0.00000314	0.00000553	0.00000740	0.00000892	0.00001016	0.00001121	0.00001210	0.00001286	0.00001353	0.00001411	0.00001462	0.00001508	0.00001550	0.00001587	0.00001621	0.00001651	0.00001679	0.00001705	0.00001729	0.00001751
21.47058824	0.00000000	0.00000304	0.00000535	0.00000717	0.00000864	0.00000985	0.00001086	0.00001172	0.00001246	0.00001310	0.00001367	0.00001417	0.00001461	0.00001501	0.00001537	0.00001570	0.00001599	0.00001627	0.00001651	0.00001674	0.00001696
21.56862745	0.00000000	0.00000295	0.00000519	0.00000695	0.00000837	0.00000954	0.00001052	0.00001135	0.00001207	0.00001269	0.00001324	0.00001372	0.00001415	0.00001454	0.00001489	0.00001520	0.00001549	0.00001576	0.00001600	0.00001622	0.00001642
21.66666667	0.00000000	0.00000285	0.00000502	0.00000673	0.00000810	0.00000924	0.00001019	0.00001099	0.00001169	0.00001229	0.00001282	0.00001329	0.00001371	0.00001408	0.00001442	0.00001473	0.00001501	0.00001526	0.00001550	0.00001571	0.00001591
21.76470588	0.00000000	0.00000276	0.00000487	0.00000652	0.00000785	0.00000895	0.00000987	0.00001065	0.00001132	0.00001191	0.00001242	0.00001288	0.00001328	0.00001364	0.00001397	0.00001427	0.00001454	0.00001478	0.00001501	0.00001522	0.00001541
21.86274510	0.00000000	0.00000268	0.00000471	0.00000631	0.00000760	0.00000867	0.00000956	0.00001032	0.00001097	0.00001153	0.00001203	0.00001247	0.00001286	0.00001322	0.00001353	0.00001382	0.00001408	0.00001432	0.00001454	0.00001474	0.00001493
21.96078431	0.00000000	0.00000259	0.00000457	0.00000612	0.00000737	0.00000840	0.00000926	0.00000999	0.00001062	0.00001117	0.00001166	0.00001208	0.00001246	0.00001280	0.00001311	0.00001339	0.00001364	0.00001387	0.00001408	0.00001428	0.00001446
22.05882353	0.00000000	0.00000251	0.00000442	0.00000593	0.00000714	0.00000813	0.00000897	0.00000968	0.00001029	0.00001082	0.00001129	0.00001170	0.00001207	0.00001240	0.00001270	0.00001297	0.00001321	0.00001344	0.00001364	0.00001383	0.00001401
22.15686275	0.00000000	0.00000243	0.00000429	0.00000574	0.00000691	0.00000788	0.00000869	0.00000938	0.00000997	0.00001048	0.00001094	0.00001134	0.00001169	0.00001201	0.00001230	0.00001256	0.00001280	0.00001302	0.00001322	0.00001340	0.00001357
22.25490196	0.00000000	0.00000236	0.00000415	0.00000556	0.00000670	0.00000763	0.00000842	0.00000908	0.00000966	0.00001016	0.00001059	0.00001098	0.00001133	0.00001164	0.00001192	0.00001217	0.00001240	0.00001261	0.00001280	0.00001298	0.00001315
22.35294118	0.00000000	0.00000228	0.00000402	0.00000539	0.00000649	0.00000739	0.00000815	0.00000880	0.00000936	0.00000984	0.00001026	0.00001064	0.00001097	0.00001127	0.00001154	0.00001179	0.00001201	0.00001222	0.00001240	0.00001258	0.00001273
22.45098039	0.00000000	0.00000221	0.00000390	0.00000522	0.00000628	0.00000716	0.00000790	0.00000852	0.00000906	0.00000953	0.00000994	0.00001031	0.00001063	0.00001092	0.00001118	0.00001142	0.00001164	0.00001183	0.00001202	0.00001218	0.00001234
22.54901961	0.00000000	0.00000214	0.00000377	0.00000505	0.00000609	0.00000694	0.00000765	0.00000826	0.00000878	0.00000923	0.00000963	0.00000998	0.00001030	0.00001058	0.00001083	0.00001106	0.00001127	0.00001146	0.00001164	0.00001180	0.00001195
22.64705882	0.00000000	0.00000208	0.00000366	0.00000490	0.00000590	0.00000672	0.00000741	0.00000800	0.00000851	0.00000895	0.00000933	0.00000967	0.00000998	0.00001025	0.00001049	0.00001072	0.00001092	0.00001111	0.00001128	0.00001143	0.00001158
22.74509804	0.00000000	0.00000201	0.00000354	0.00000474	0.00000571	0.00000651	0.00000718	0.00000775	0.00000824	0.00000867	0.00000904	0.00000937	0.00000966	0.00000993	0.00001017	0.00001038	0.00001058	0.00001076	0.00001092	0.00001108	0.00001122
22.84313725	0.00000000	0.00000195	0.00000343	0.00000460	0.00000554	0.00000631	0.00000696	0.00000751	0.00000798	0.00000840	0.00000876	0.00000908	0.00000936	0.00000962	0.00000985	0.00001006	0.00001025	0.00001042	0.00001058	0.00001073	0.00001087
22.94117647	0.00000000	0.00000189	0.00000332	0.00000445	0.00000536	0.00000611	0.00000674	0.00000727	0.00000773	0.00000813	0.00000848	0.00000879	0.00000907	0.00000932	0.00000954	0.00000974	0.00000993	0.00001010	0.00001025	0.00001040	0.00001053
23.03921569	0.00000000	0.00000183	0.00000322	0.00000431	0.00000520	0.00000592	0.00000653	0.00000705	0.00000749	0.00000788	0.00000822	0.00000852	0.00000879	0.00000903	0.00000924	0.00000944	0.00000962	0.00000978	0.00000993	0.00001007	0.00001020
23.13725490	0.00000000	0.00000177	0.00000312	0.00000418	0.00000503	0.00000574	0.00000633	0.00000683	0.00000726	0.00000763	0.00000796	0.00000825	0.00000851	0.00000875	0.00000896	0.00000915	0.00000932	0.00000948	0.00000962	0.00000976	0.00000988
23.23529412	0.00000000	0.00000172	0.00000302	0.00000405	0.00000488	0.00000556	0.00000613	0.00000661	0.00000703	0.00000740	0.00000771	0.00000800	0.00000825	0.00000847	0.00000868	0.00000886	0.00000903	0.00000918	0.00000932	0.00000945	0.00000957
23.33333333	0.00000000	0.00000166	0.00000293	0.00000392	0.00000472	0.00000538	0.00000594	0.00000641	0.00000681	0.00000717	0.00000747	0.00000775	0.00000799	0.00000821	0.00000841	0.00000859	0.00000875	0.00000890	0.00000903	0.00000916	0.00000927
23.43137255	0.00000000	0.00000161	0.00000284	0.00000380	0.00000458	0.00000522	0.00000575	0.00000621	0.00000660	0.00000694	0.00000724	0.00000751	0.00000774	0.00000795	0.00000814	0.00000832	0.00000847	0.00000862	0.00000875	0.00000887	0.00000899
23.52941176	0.00000000	0.00000156	0.00000275	0.00000368	0.00000443	0.00000505	0.00000557	0.00000602	0.00000640	0.00000673	0.00000702	0.00000727	0.00000750	0.00000771	0.00000789	0.00000806	0.00000821	0.00000835	0.00000848	0.00000860	0.00000871
23.62745098	0.00000000	0.00000151	0.00000266	0.00000357	0.00000430	0.00000490	0.00000540	0.00000583	0.00000620	0.00000652	0.00000680	0.00000705	0.00000727	0.00000747	0.00000765	0.00000781	0.00000796	0.00000809	0.00000821	0.00000833	0.00000843
23.72549020	0.00000000	0.00000147	0.00000258	0.00000346	0.00000416	0.00000474	0.00000523	0.00000565	0.00000600	0.00000631	0.00000659	0.00000683	0.00000704	0.00000723	0.00000741	0.00000756	0.00000771	0.00000784	0.00000796	0.00000807	0.00000817
23.82352941	0.00000000	0.00000142	0.00000250	0.00000335	0.00000403	0.00000460	0.00000507	0.00000547	0.00000582	0.00000612	0.00000638	0.00000661	0.00000682	0.00000701	0.00000718	0.00000733	0.00000747	0.00000759	0.00000771	0.00000782	0.00000792
23.92156863	0.00000000	0.00000138	0.00000242	0.00000324	0.00000391	0.00000445	0.00000491	0.00000530	0.00000564	0.00000593	0.00000618	0.00000641	0.00000661	0.00000679	0.00000695	0.00000710	0.00000724	0.00000736	0.00000747	0.00000757	0.00000767
24.01960784	0.00000000	0.00000133	0.00000235	0.00000314	0.00000379	0.00000432	0.00000476	0.00000514	0.00000546	0.00000574	0.00000599	0.00000621	0.00000640	0.00000658	0.00000674	0.00000688	0.00000701	0.00000713	0.00000724	0.00000734	0.00000743
24.11764706	0.00000000	0.00000129	0.00000227	0.00000305	0.00000367	0.00000418	0.00000461	0.00000498	0.00000529	0.00000556	0.00000580	0.00000602	0.00000621	0.00000637	0.00000653	0.00000667	0.00000679	0.00000691	0.00000701	0.00000711	0.00000720
24.21568627	0.00000000	0.00000125	0.00000220	0.00000295	0.00000355	0.00000405	0.00000447	0.00000482	0.00000513	0.00000539	0.00000562	0.00000583	0.00000601	0.00000618	0.00000632	0.00000646	0.00000658	0.00000669	0.00000680	0.00000689	0.00000698
24.31372549	0.00000000	0.00000121	0.00000213	0.00000286	0.00000344	0.00000393	0.00000433	0.00000467	0.00000497	0.00000522	0.00000545	0.00000565	0.00000583	0.00000598	0.00000613	0.00000626	0.00000638	0.00000649	0.00000658	0.00000668	0.00000676
24.41176471	0.00000000	0.00000118	0.00000207	0.00000277	0.00000334	0.00000380	0.00000419	0.00000453	0.00000481	0.00000506	0.00000528	0.00000547	0.00000564	0.00000580	0.00000594	0.00000606	0.00000618	0.00000628	0.00000638	0.00000647	0.00000655
24.50980392	0.00000000	0.00000114	0.00000200	0.00000268	0.00000323	0.00000369	0.00000406	0.00000439	0.00000466	0.00000490	0.00000512	0.00000530	0.00000547	0.00000562	0.00000575	0.00000588	0.00000599	0.00000609	0.00000618	0.00000627	0.00000635
24.60784314	0.00000000	0.00000110	0.00000194	0.00000260	0.00000313	0.00000357	0.00000394	0.00000425	0.00000452	0.00000475	0.00000496	0.00000514	0.00000530	0.00000544	0.00000557	0.00000569	0.00000580	0.00000590	0.00000599	0.00000607	0.00000615
24.70588235	0.00000000	0.00000107	0.00000188	0.00000252	0.00000304	0.00000346	0.00000382	0.00000412	0.00000438	0.00000460	0.00000480	0.00000498	0.00000514	0.00000528	0.00000540	0.00000552	0.00000562	0.00000572	0.00000580	0.00000588	0.00000596
24.80392157	0.00000000	0.00000104	0.00000182	0.00000244	0.00000294	0.00000335	0.00000370	0.00000399	0.00000424	0.00000446	0.00000465	0.00000482	0.00000498	0.00000511	0.00000523	0.00000535	0.00000545	0.00000554	0.00000562	0.00000570	0.00000577
24.90196078	0.00000000	0.00000100	0.00000177	0.00000237	0.00000285	0.00000325	0.00000358	0.00000387	0.00000411	0.00000432	0.00000451	0.00000467	0.00000482	0.00000495	0.00000507	0.00000518	0.00000528	0.00000537	0.00000545	0.00000553	0.00000560
25.00000000	0.00000000	0.00000097	0.00000171	0.00000229	0.00000276	0.00000315	0.00000347	0.00000375	0.00000398	0.00000419	0.00000437	0.00000453	0.00000467	0.00000480	0.00000491	0.00000502	0.00000511	0.00000520	0.00000528	0.00000535	0.00000542
